,0
open_60,231.70550433816487
high_60,231.00689228214316
low_60,232.48368952309258
close_60,231.88642859850907
volume_60,746.7618319662479
SMA_8_60,231.5093295113804
SMA_21_60,231.01373699921402
SMA_89_60,228.907033439599
subcloseSMA_8_60,10.859747538064006
subcloseSMA_21_60,18.126067677293044
subcloseSMA_89_60,38.21207114379447
subSMA_8close_60,10.859747538064006
subSMA_8SMA_21_60,11.608656625617888
subSMA_8SMA_89_60,34.9685440747595
subSMA_21close_60,18.126067677293044
subSMA_21SMA_8_60,11.608656625617888
subSMA_21SMA_89_60,29.34273077227991
subSMA_89close_60,38.21207114379447
subSMA_89SMA_8_60,34.9685440747595
subSMA_89SMA_21_60,29.34273077227991
close_slope_60,0.0012082914226891285
SMA_8_slope_60,0.0007703975342251602
SMA_21_slope_60,0.0004880765761657393
SMA_89_slope_60,0.00023779839161693268
open_120,231.70550433816487
high_120,230.7707150553588
low_120,232.83161966288066
close_120,231.7676110771018
volume_120,1480.3215951769398
SMA_8_120,231.1683808129581
SMA_21_120,230.26427169631847
SMA_89_120,226.47412792096682
subcloseSMA_8_120,15.080479991105207
subcloseSMA_21_120,25.63350704399831
subcloseSMA_89_120,54.581507891961856
subSMA_8close_120,15.080479991105207
subSMA_8SMA_21_120,16.33691148807538
subSMA_8SMA_89_120,49.804904475815384
subSMA_21close_120,25.63350704399831
subSMA_21SMA_8_120,16.33691148807538
subSMA_21SMA_89_120,41.47338256333425
subSMA_89close_120,54.581507891961856
subSMA_89SMA_8_120,49.804904475815384
subSMA_89SMA_21_120,41.47338256333425
close_slope_120,0.0012254570385601365
SMA_8_slope_120,0.0005640722112201056
SMA_21_slope_120,0.0003543046105918706
SMA_89_slope_120,0.0001796390007693931
d,0.4999953390877238
