,0
open_540,631.1545042411036
high_540,628.5141512730974
low_540,633.883259696738
close_540,631.4126636598234
volume_540,5422.208068581146
SMA_8_540,630.5784632732918
SMA_21_540,629.4558222983559
SMA_89_540,623.4095791752453
subcloseSMA_8_540,32.081807187144435
subcloseSMA_21_540,55.048017632683326
subcloseSMA_89_540,114.75798520018556
subSMA_8close_540,32.081807187144435
subSMA_8SMA_21_540,36.23434707489249
subSMA_8SMA_89_540,105.61737820530594
subSMA_21close_540,55.048017632683326
subSMA_21SMA_8_540,36.23434707489249
subSMA_21SMA_89_540,87.76658991104246
subSMA_89close_540,114.75798520018556
subSMA_89SMA_8_540,105.61737820530594
subSMA_89SMA_21_540,87.76658991104246
close_slope_540,0.004465628691436773
SMA_8_slope_540,0.0036297091690822994
SMA_21_slope_540,0.002501223077390527
SMA_89_slope_540,0.0012466901320435635
open_720,631.1545042411036
high_720,628.0117159509284
low_720,634.3696752643438
close_720,631.1046534691528
volume_720,7133.732235787435
SMA_8_720,630.1436124267476
SMA_21_720,628.6067129772313
SMA_89_720,620.0883462496425
subcloseSMA_8_720,36.80318748955309
subcloseSMA_21_720,63.086793572349485
subcloseSMA_89_720,133.03165855168467
subSMA_8close_720,36.80318748955309
subSMA_8SMA_21_720,41.33613383857273
subSMA_8SMA_89_720,122.2018692480697
subSMA_21close_720,63.086793572349485
subSMA_21SMA_8_720,41.33613383857273
subSMA_21SMA_89_720,101.48027169939205
subSMA_89close_720,133.03165855168467
subSMA_89SMA_8_720,122.2018692480697
subSMA_89SMA_21_720,101.48027169939205
close_slope_720,0.004440800514654409
SMA_8_slope_720,0.0032983076720792875
SMA_21_slope_720,0.0021707027599451407
SMA_89_slope_720,0.0010877288457981525
d,0.5001120888835977
