instrument,action,qty,price,time,commission,local_id,order_id
NQ,BUY,1,15051.5,2022-03-31 10:34:20,2.15,21,47
NQ,BUY,1,15051.5,2022-03-31 10:34:20,2.15,22,51
NQ,BUY,1,14922.25,2022-03-31 15:54:30,2.15,23,54
NQ,BUY,1,14905.0,2022-03-31 15:54:50,2.15,24,58
NQ,SELL,1,14905.25,2022-03-31 16:12:00,2.15,25,61
NQ,SELL,1,14904.5,2022-03-31 16:12:00,2.15,26,65
NQ,SELL,1,14903.25,2022-03-31 16:12:00,2.15,27,69
NQ,SELL,1,14903.5,2022-03-31 16:12:00,2.15,28,73
NQ,SELL,1,14904.5,2022-03-31 16:12:00,2.15,29,77
NQ,SELL,1,14906.25,2022-03-31 16:12:00,2.15,30,81
NQ,BUY,1,14920.5,2022-03-31 16:14:45,2.15,31,63
NQ,BUY,1,14920.5,2022-03-31 16:14:45,2.15,32,67
NQ,BUY,1,14877.5,2022-03-31 20:35:55,2.15,33,70
NQ,BUY,1,14876.25,2022-03-31 20:36:00,2.15,34,74
NQ,SELL,1,14891.75,2022-04-01 09:36:00,2.15,1,88
NQ,SELL,1,14885.25,2022-04-01 09:36:00,2.15,2,92
NQ,SELL,1,14887.5,2022-04-01 09:36:00,2.15,3,96
NQ,SELL,1,14887.0,2022-04-01 09:36:00,2.15,4,100
NQ,SELL,1,14882.25,2022-04-01 09:36:00,2.15,5,104
NQ,SELL,1,14877.25,2022-04-01 09:36:00,2.15,6,108
NQ,BUY,1,14876.75,2022-04-01 09:36:00,2.15,7,89
NQ,BUY,1,14887.0,2022-04-01 09:36:38,2.15,8,94
NQ,BUY,1,14862.5,2022-04-01 09:40:30,2.15,9,97
NQ,BUY,1,14860.5,2022-04-01 09:40:30,2.15,10,101
NQ,BUY,1,14880.75,2022-04-01 10:14:35,2.15,11,106
NQ,BUY,1,14772.25,2022-04-01 11:56:20,2.15,12,109
NQ,SELL,1,14761.0,2022-04-01 12:00:00,2.15,13,112
NQ,SELL,1,14765.0,2022-04-01 12:00:00,2.15,14,116
NQ,SELL,1,14763.25,2022-04-01 12:00:00,2.15,15,120
NQ,SELL,1,14762.75,2022-04-01 12:00:00,2.15,16,124
NQ,SELL,1,14759.5,2022-04-01 12:00:00,2.15,17,128
NQ,SELL,1,14760.25,2022-04-01 12:00:00,2.15,18,132
NQ,BUY,1,14758.25,2022-04-01 12:03:15,2.15,19,114
NQ,BUY,1,14741.5,2022-04-01 12:05:25,2.15,20,117
NQ,BUY,1,14738.25,2022-04-01 12:36:10,2.15,21,121
NQ,BUY,1,14736.0,2022-04-01 12:36:10,2.15,22,125
NQ,BUY,1,14852.5,2022-04-01 14:45:35,2.15,23,130
NQ,BUY,1,14852.5,2022-04-01 14:45:35,2.15,24,134
NQ,SELL,1,14759.0,2022-04-01 15:36:00,2.15,25,136
NQ,SELL,1,14753.75,2022-04-01 15:36:00,2.15,26,140
NQ,SELL,1,14752.25,2022-04-01 15:36:00,2.15,27,144
NQ,SELL,1,14749.25,2022-04-01 15:36:00,2.15,28,148
NQ,SELL,1,14750.25,2022-04-01 15:36:00,2.15,29,152
NQ,SELL,1,14750.25,2022-04-01 15:36:00,2.15,30,156
NQ,BUY,1,14756.75,2022-04-01 15:36:37,2.15,31,138
NQ,BUY,1,14774.0,2022-04-01 15:40:35,2.15,32,142
NQ,BUY,1,14800.25,2022-04-01 15:50:00,2.15,33,146
NQ,BUY,1,14800.25,2022-04-01 15:50:00,2.15,34,150
NQ,BUY,1,14844.0,2022-04-01 15:51:30,2.15,35,154
NQ,BUY,1,14844.0,2022-04-01 15:51:30,2.15,36,158
